,0,1
21,https://finance.naver.com//news/news_read.naver?article_id=0004810692&office_id=014&mode=search&query=КЏБт&page=2,"ЧіДыФЋЕх, ИЎКљ Е№РкРЮ КъЗЃЕх 'ОЫЗЙНУ' 100СжГт БтГфРќ АГУж"
22,https://finance.naver.com//news/news_read.naver?article_id=0000060278&office_id=050&mode=search&query=КЏБт&page=2,2022 ЧбБЙКъЗЃЕхМБШЃЕЕ 1РЇ (4)
23,https://finance.naver.com//news/news_read.naver?article_id=0001969863&office_id=016&mode=search&query=КЏБт&page=2,"ЧіДыФЋЕх, РЬХЛИЎОЦ ИЎКљ КъЗЃЕх ‘ОЫЗЙНУ’ РќНУРќ АГУж"
24,https://finance.naver.com//news/news_read.naver?article_id=0002270537&office_id=123&mode=search&query=КЏБт&page=2,"ММНКФк, РЧСЄКЮФшУДЧбЙцКДПјПЁ ЧиУцЙцСІ·ММБеЙцПЊ Ею СОЧеМ­КёНК СІАј"
25,https://finance.naver.com//news/news_read.naver?article_id=0004678391&office_id=015&mode=search&query=КЏБт&page=2,ФЗЧЮРхБюСі…ьэ АэБо ОЦЦФЦЎ ГЛКЮ ОюЖЛАд Л§АхГЊ [СЄПЕШПРЧ РЮЛчРЬЕх РчЦв]
26,https://finance.naver.com//news/news_read.naver?article_id=0013066468&office_id=001&mode=search&query=КЏБт&page=2,"[ШЏАцХНБИЛ§ША] Ј№ МіЕОЙА, БзГЩ ИЖМХЕЕ ЕШДй…ХКМвЙшУтЕЕ СйОю"
27,https://finance.naver.com//news/news_read.naver?article_id=0004676886&office_id=015&mode=search&query=КЏБт&page=2,ЧЯЗч ИИПЁ ПЯЦЧЕШ ьэ АэБо ОЦЦФЦЎ…НЧГЛДТ ОюЖЛАд Л§АхГЊ [СЄПЕШПРЧ РЮЛчРЬЕх РчЦв]
28,https://finance.naver.com//news/news_read.naver?article_id=0000024351&office_id=243&mode=search&query=КЏБт&page=2,Ш­ЗСЧб ЙйЗЮХЉ ЦаМЧ ЧСЖћНК ЗчРЬ 14ММ…ГзДњЖѕЕх НУЙЮКЙ ПЕЧт НКЦфРЮ ЦчИЎЦф 4ММ
29,https://finance.naver.com//news/news_read.naver?article_id=0011067436&office_id=003&mode=search&query=КЏБт&page=2,'ПРЙЬХЉЗа ДыЦјЙп' РЇЛ§АЁРќ АЂУрРќ…НКНКЗЮ ММУД·ЛьБе
30,https://finance.naver.com//news/news_read.naver?article_id=0004935844&office_id=009&mode=search&query=КЏБт&page=2,[Industry Review] МвКёРк РЯЛѓ ЦФАэЕщЗСИщ ЛюРЧ 'ИЦЖє'РЛ РаОюГЛОп
31,https://finance.naver.com//news/news_read.naver?article_id=0004029779&office_id=011&mode=search&query=КЏБт&page=2,ММНКФк ЛьБеАњЧа ГыЧЯПьИІ ДуРК ‘РЏОюЧЭ ЛьБе·ЙцМі КёЕЅ’ УтНУ
32,https://finance.naver.com//news/news_read.naver?article_id=0004934792&office_id=009&mode=search&query=КЏБт&page=2,"ММНКФк, ‘РЏОюЧЭ ЛьБе·ЙцМі КёЕЅ’ УтНУ"
33,https://finance.naver.com//news/news_read.naver?article_id=0005955621&office_id=421&mode=search&query=КЏБт&page=2,"ПыРЮНУ, МвБдИ№ АГРЮ ПРМіУГИЎНУМГ РЇХЙАќИЎКё 80% СіПј"
34,https://finance.naver.com//news/news_read.naver?article_id=0004931578&office_id=009&mode=search&query=КЏБт&page=2,[СпБт info] КЏБтПЁЕЕ ММСЄАХЧА КаЛчЧи Дѕ РЇЛ§Рћ
35,https://finance.naver.com//news/news_read.naver?article_id=0002505565&office_id=021&mode=search&query=КЏБт&page=2,ЛьБеРК РкЕП·ММУДРК ЙіКэЗЮ… КёЕЅ ‘РЇЛ§ АцРя’ ШФВі
36,https://finance.naver.com//news/news_read.naver?article_id=0001709553&office_id=052&mode=search&query=КЏБт&page=2,"[Л§Л§АцСІ] ""РЏОЦПы РЯШИПы БтРњБЭ МвКёРк ИИСЗЕЕ ЙЖФЇ СЄЕЕ Ею ЦђАЁЧи КИДЯ......"
37,https://finance.naver.com//news/news_read.naver?article_id=0000657102&office_id=031&mode=search&query=КЏБт&page=2,"[ПРДУРЧ РќРк ДмНХ] РЇДЯОЦЕѕУЄ, ИЎФн БшФЁГУРхАэ КИРЏ АэАДПЁ КИЛѓЦЧИХ НЧНУ шт"
38,https://finance.naver.com//news/news_read.naver?article_id=0001143945&office_id=082&mode=search&query=КЏБт&page=2,"ФэФэ, Ш­РхНЧ РЇЛ§ АќИЎ ЦэРЧМК ГєРЮ 'ЙіКэ8 КёЕЅ' УтНУ"
39,https://finance.naver.com//news/news_read.naver?article_id=0004024867&office_id=011&mode=search&query=КЏБт&page=2,"ФэФэ, Ш­РхНЧ РЇЛ§ АќИЎ ЦэРЧМК ГєРЮ ‘ЙіКэ8 КёЕЅ’ УтНУ"
40,https://finance.naver.com//news/news_read.naver?article_id=0011035415&office_id=003&mode=search&query=변기&page=3,"쿠쿠, 세척 기능 강화된 '버블8 비데' 출시"
41,https://finance.naver.com//news/news_read.naver?article_id=0005939804&office_id=421&mode=search&query=변기&page=3,"쿠쿠, 위생 관리 편의성 높인 '버블8 비데' 출시"
42,https://finance.naver.com//news/news_read.naver?article_id=0005157660&office_id=018&mode=search&query=변기&page=3,"쿠쿠홈시스, 버블 자동세척 '버블8 비데' 출시"
43,https://finance.naver.com//news/news_read.naver?article_id=0004928186&office_id=009&mode=search&query=변기&page=3,"블루밍, 리모컨 직수 방수 비데 ‘IPX-RX323A’출시"
44,https://finance.naver.com//news/news_read.naver?article_id=0003675601&office_id=023&mode=search&query=변기&page=3,[아이디어 톡톡] 욕실·주방 등 작은 공간 디자인 확 바꿔드립니다
45,https://finance.naver.com//news/news_read.naver?article_id=0005046855&office_id=277&mode=search&query=변기&page=3,"기울어진 변기, 스마트 세면기…달라진 욕실"
46,https://finance.naver.com//news/news_read.naver?article_id=0003610581&office_id=079&mode=search&query=변기&page=3,"수도꼭지와 변기, 절수등급 표시 의무화된다"
47,https://finance.naver.com//news/news_read.naver?article_id=0005912422&office_id=421&mode=search&query=변기&page=3,변기·수도꼭지에 절수등급 표시 의무화…위반 시 최대 1천만원 과태료
48,https://finance.naver.com//news/news_read.naver?article_id=0011009697&office_id=003&mode=search&query=변기&page=3,신축건물 등 변기·수도꼭지 절수설비 등급 표시 의무
49,https://finance.naver.com//news/news_read.naver?article_id=0001141140&office_id=082&mode=search&query=변기&page=3,"프리젠트, 31일 만에 생분해되는 '두리 베비스킨 생분해 비데 물티슈' 출시"
50,https://finance.naver.com//news/news_read.naver?article_id=0010995568&office_id=003&mode=search&query=변기&page=3,"사용 후 변기에 쏙…모나리자, 화장실용 물티슈 출시"
51,https://finance.naver.com//news/news_read.naver?article_id=0000054216&office_id=296&mode=search&query=변기&page=3,"건약, 대선 후보들에 '의약품 특허독점 등 견해' 요구"
52,https://finance.naver.com//news/news_read.naver?article_id=0001140469&office_id=082&mode=search&query=변기&page=3,"프리젠트㈜ 유아겸용 '두리비데', '아시아 디자인 프라이즈 2022' 그랜드 프라..."
53,https://finance.naver.com//news/news_read.naver?article_id=0004703525&office_id=008&mode=search&query=변기&page=3,"""아이가 재택치료, 동거인 격리기간은?"" 코로나 치료 궁금증 총정리"
54,https://finance.naver.com//news/news_read.naver?article_id=0005875259&office_id=421&mode=search&query=변기&page=3,"""명절에도 中企 우수 제품들과 함께""…공영·홈앤쇼핑 설 특별 편성"
55,https://finance.naver.com//news/news_read.naver?article_id=0001139162&office_id=082&mode=search&query=변기&page=3,"생활공작소, 29일 '네이버 브랜드데이' 진행…최대 60% 할인"
56,https://finance.naver.com//news/news_read.naver?article_id=0010971858&office_id=003&mode=search&query=변기&page=3,"생활공작소, 네이버 브랜드데이…29일만 최대 60% 할인"
57,https://finance.naver.com//news/news_read.naver?article_id=0010963871&office_id=003&mode=search&query=변기&page=3,"DL이앤씨 ""아크로서울포레스트 진동, 건물 안전과 무관"""
58,https://finance.naver.com//news/news_read.naver?article_id=0000059745&office_id=050&mode=search&query=변기&page=3,2022 한국소비자만족지수 1위(1)
59,https://finance.naver.com//news/news_read.naver?article_id=0000059747&office_id=050&mode=search&query=변기&page=3,2022 한국소비자만족지수 1위(3)
60,https://finance.naver.com//news/news_read.naver?article_id=0003407579&office_id=020&mode=search&query=КЏБт&page=4,"DLРЬОиОО, Е№ХИПі М­ПяЦїЗЙНКЦЎ СјЕП РчЧіНЧЧш НЧНУ"
61,https://finance.naver.com//news/news_read.naver?article_id=0011196455&office_id=056&mode=search&query=КЏБт&page=4,[ET] ОрАЊРИЗЮ ОѓИЖГЊ ЙіИЎММПф?…‘ЕЗ ЕЧДТ’ Ор СЄИЎЙ§
62,https://finance.naver.com//news/news_read.naver?article_id=0004649910&office_id=015&mode=search&query=КЏБт&page=4,АЁОї НТАшЧи ДйИЅ ОїСО СјУтЧиЕЕ 'НТАшАјСІ' АЁДЩЧЯДй
63,https://finance.naver.com//news/news_read.naver?article_id=0005133016&office_id=018&mode=search&query=КЏБт&page=4,"DLРЬОиОО ""М­ПяЦїЗЙНКЦЎ СјЕП РчЧіНЧЧш…ОШРќ РЬЛѓ ОјОю"""
64,https://finance.naver.com//news/news_read.naver?article_id=0000789394&office_id=366&mode=search&query=КЏБт&page=4,"DLРЬОиОО “ОЦХЉЗЮМ­ПяЦїЗЙНКЦЎ СјЕП, ОШРќАњ ЙЋАќ”"
65,https://finance.naver.com//news/news_read.naver?article_id=0003600852&office_id=079&mode=search&query=КЏБт&page=4,"DLРЬОиОО ""Е№ХИПі М­ПяЦїЗЙНКЦЎ РќЙЎАЁ НЧЧш…ОШРќ РЬЛѓЙЋ"""
66,https://finance.naver.com//news/news_read.naver?article_id=0000129197&office_id=629&mode=search&query=КЏБт&page=4,"DLРЬОиОО, ОЦХЉЗЮМ­ПяЦїИЎНКЦЎ СЁАЫ ИЖУФ ""ОШРќ РЬЛѓ ОјОю"""
67,https://finance.naver.com//news/news_read.naver?article_id=0001941945&office_id=016&mode=search&query=КЏБт&page=4,"DLРЬОиОО, М­ПяЦїЗЙНКЦЎ СјЕПРК ‘АјСјЧіЛѓ’"
68,https://finance.naver.com//news/news_read.naver?article_id=0004011741&office_id=011&mode=search&query=КЏБт&page=4,"DLРЬОиОО, Е№ХИПіМ­ПяЦїЗЙНКЦЎ СјЕП РчЧіНЧЧш···“ОШРќ РЬЛѓ ОјДй”"
69,https://finance.naver.com//news/news_read.naver?article_id=0004700192&office_id=008&mode=search&query=КЏБт&page=4,"DLРЬОиОО, Е№ХИПі М­ПяЦїЗЙНКЦЎ РќЙЎАЁ НЧЧш…""ОШРќ РЬЛѓЙЋ"""
70,https://finance.naver.com//news/news_read.naver?article_id=0002569935&office_id=119&mode=search&query=КЏБт&page=4,"НХММАшРЮХЭГЛМХГЏ РкСж, УЛМвПыЧАЕЕ ФЃШЏАц 'ДыММ'"
71,https://finance.naver.com//news/news_read.naver?article_id=0010961754&office_id=003&mode=search&query=КЏБт&page=4,"АЁФЁМвКё ШЎЛъПЁ…РкСж, ФЃШЏАц УЛМвПыЧА РЮБт"
72,https://finance.naver.com//news/news_read.naver?article_id=0004776976&office_id=014&mode=search&query=КЏБт&page=4,"НХММАшРЮХЭ РкСж, ФЃШЏАц УЛМвПыЧА 'РЮБт'"
73,https://finance.naver.com//news/news_read.naver?article_id=0005862296&office_id=421&mode=search&query=КЏБт&page=4,"РкСж, МГИТРЬ УЛМвПыЧАЕЕ 'ФЃШЏАц'РЬ ДыММ…""АЁФЁМвКё ЦЎЗЛЕх ШЎЛъ"""
74,https://finance.naver.com//news/news_read.naver?article_id=0005850796&office_id=421&mode=search&query=КЏБт&page=4,МіИЎМіМБОїУМ ПТЖѓРЮЧУЗЇЦћ ‘ДйАэУФ’…УжРњАЁОїУМ Дй И№ПДДй
75,https://finance.naver.com//news/news_read.naver?article_id=0004909937&office_id=009&mode=search&query=КЏБт&page=4,"РћПмМБ ПТП­ СТПхБт 'РкПТ', ЧЯКЙКЮ СњШЏ ПЙЙцШПАњ СжИё"
76,https://finance.naver.com//news/news_read.naver?article_id=0001689764&office_id=052&mode=search&query=КЏБт&page=4,"[Л§Л§АцСІ] ""ПхНЧ ПыЧАРЛ АјСпКЮОч НУХАИщ Л§БтДТ РЯ"""
77,https://finance.naver.com//news/news_read.naver?article_id=0004652832&office_id=015&mode=search&query=КЏБт&page=4,АэАГ '90ЕЕ' ВЊОюОп АЩРЛ Мі РжДТЕЅ…ПљММ 47ИИПј НЧШ­?
78,https://finance.naver.com//news/news_read.naver?article_id=0004906373&office_id=009&mode=search&query=КЏБт&page=4,"""КЏБтЙАЕЕ ИјГЛИБ ЦЧ""…ЧЯМіУГИЎРх ПыЗЎ ЧбАшФЁ АњУЕ 'РчАЧУр СпДм ПьЗС'"
79,https://finance.naver.com//news/news_read.naver?article_id=0005122242&office_id=018&mode=search&query=КЏБт&page=4,"КэЗчЙжКёЕЅ, 2ШИ ПЌМг CCM РЮСѕ БтГф ЧрЛч СјЧр"
80,https://finance.naver.com//news/news_read.naver?article_id=0005826601&office_id=421&mode=search&query=КЏБт&page=5,'СпДыРчЧиЙ§' ОеЕЮАэ КЮЛъЧр KTX ХЛМБЛчАэ…ФкЗЙРЯ ЛчРх ЧіРхСїЧр(СОЧе)
81,https://finance.naver.com//news/news_read.naver?article_id=0004690466&office_id=008&mode=search&query=КЏБт&page=5,"[БлЗЮЙњЧѕНХБтМњДыЛѓ] МЎНТБЙ ЂпРчРЯПј(ХЉИАЦФЦФ) ДыЧЅ ""'ДЋПЇАЁНУ' ХАПьСі ИЛАэ ..."
82,https://finance.naver.com//news/news_read.naver?article_id=0005816330&office_id=421&mode=search&query=КЏБт&page=5,ЛѕЧи КДРх ПљБо 67ИИПј… ПЙКёБКШЦЗУ 6ИИ2000Пј СіБо
83,https://finance.naver.com//news/news_read.naver?article_id=0002713584&office_id=029&mode=search&query=КЏБт&page=5,"РЬХЅПўОю, БЙИГОЯМОХЭПЁ ШФПјЙАЧА РќДо"
84,https://finance.naver.com//news/news_read.naver?article_id=0010918413&office_id=003&mode=search&query=КЏБт&page=5,"РЬХЅПўОю, БЙИГОЯМОХЭ IT ЧзБе СІЧА ШФПј"
85,https://finance.naver.com//news/news_read.naver?article_id=0000649502&office_id=469&mode=search&query=КЏБт&page=5,"П­Тї ПюРќНЧ CCTV МГФЁ…РЮБЧ ФЇЧиРЯБю, ОШРќ А­Ш­РЯБю [ОюЖЛАд Л§АЂЧЯНЪДЯБю]"
86,https://finance.naver.com//news/news_read.naver?article_id=0004644505&office_id=015&mode=search&query=КЏБт&page=5,"НКИЖЦЎ КЏБт ЛьБе ФЩОю НУНКХл 'ХфРЯЗК', АќАјМ­ПЁ АјБо"
87,https://finance.naver.com//news/news_read.naver?article_id=0010899859&office_id=003&mode=search&query=КЏБт&page=5,ФкЗЮГЊ·АмПяУЖ С§ФлПЁ ПхНЧШЏБт ТёВћ…ОЧУы·Бе СІАХЧЯРк
88,https://finance.naver.com//news/news_read.naver?article_id=0005109250&office_id=018&mode=search&query=КЏБт&page=5,[ОЦЦФЦЎ ЕИКИБт]АјЕПСжХУ НЧГЛ АЈПА РЇЧш ГЗУпЗСИщ?
89,https://finance.naver.com//news/news_read.naver?article_id=0000646195&office_id=469&mode=search&query=КЏБт&page=5,НКПўЕЇРЬ РЬФЩОЦПЁ КйРК СІЧА РЬИЇРЛ ЕЧУЃРИЗС ОжОВДТ БюДпРК
90,https://finance.naver.com//news/news_read.naver?article_id=0003995210&office_id=011&mode=search&query=КЏБт&page=5,ПхНЧЕЕ ГЊИИРЧ НКХИРЯЗЮ···ЕЖЦЏЧб Е№РкРЮ КЏБт·ПхСЖ РЮБт
91,https://finance.naver.com//news/news_read.naver?article_id=0004753321&office_id=014&mode=search&query=КЏБт&page=5,ФЃШЏАц ПјСі ЛчПыРИЗЮ ЙАЧЎИВМК АГМБ [ШЏАцЧЅСі ЧѕНХ НКХфИЎ]
92,https://finance.naver.com//news/news_read.naver?article_id=0004890629&office_id=009&mode=search&query=КЏБт&page=5,[NET & NEP РЮСѕБтОї IR] ‘ЙцП­ЦЧОјДТ АЁЗЮЕюПы LED’ЗЮ ММАшНУРх МЎБЧ...
93,https://finance.naver.com//news/news_read.naver?article_id=0000092403&office_id=310&mode=search&query=КЏБт&page=5,"[КъЗБФЁАцСІ] КЏБт МіЙщ Йш ММБе ЕцНЧ ЕЕИЖ, РЏШПБтАЃРК ОѓИЖ?"
94,https://finance.naver.com//news/news_read.naver?article_id=0002554127&office_id=119&mode=search&query=КЏБт&page=5,"МеПРАј ПРАјИОХЌЗД, ШИПјДыЛѓ ‘2021 ИоИЎ КЃРЬКё-ИЖНК’ ММРЯ"
95,https://finance.naver.com//news/news_read.naver?article_id=0001130356&office_id=082&mode=search&query=КЏБт&page=5,"РкСжБЙЙц ОюКЅСЎНК ЕЕЙЬБтЛч, 50Гт ИИПЁ КЮЛъПЁ ПРДй"
96,https://finance.naver.com//news/news_read.naver?article_id=0001130224&office_id=082&mode=search&query=КЏБт&page=5,[Л§ШААцСІДКНК] НКХИЙїНК 'КАРЧ КА ЛїЕхРЇФЁ' УтНУ шт
97,https://finance.naver.com//news/news_read.naver?article_id=0004887768&office_id=009&mode=search&query=КЏБт&page=5,"МеПРАј, 2021 ИоИЎ КЃРЬКё-ИЖНК ММРЯ НЧНУ"
98,https://finance.naver.com//news/news_read.naver?article_id=0000760349&office_id=417&mode=search&query=КЏБт&page=5,"МеПРАј ПРАјИОХЌЗД, ШИПјДыЛѓ РАОЦХл ЧСЖѓРЬКј ЧвРЮ"
99,https://finance.naver.com//news/news_read.naver?article_id=0000059194&office_id=050&mode=search&query=КЏБт&page=5,2021 ЧбБЙМвКёРкЦђАЁ 1РЇ (1)
100,https://finance.naver.com//news/news_read.naver?article_id=0011157182&office_id=056&mode=search&query=변기&page=6,‘화장실 참느라 병까지…’ 산재 신청은 엄두도 못 내
101,https://finance.naver.com//news/news_read.naver?article_id=0010857513&office_id=003&mode=search&query=변기&page=6,친환경 여행 떠나볼까…'지속가능성 실천 숙소' 6곳 추천
102,https://finance.naver.com//news/news_read.naver?article_id=0000758018&office_id=417&mode=search&query=변기&page=6,"알뜰폰 1000만 시대… 휴대폰 파손보험, 보상은 어디까지?"
103,https://finance.naver.com//news/news_read.naver?article_id=0012850305&office_id=001&mode=search&query=변기&page=6,"경기도민 40%, 폐의약품 종량제봉투에 버려…""처리방법 몰라"""
104,https://finance.naver.com//news/news_read.naver?article_id=0005737130&office_id=421&mode=search&query=변기&page=6,[100세건강] 위드코로나로 노로바이러스 환자 늘었다?…손씻기 철저히
105,https://finance.naver.com//news/news_read.naver?article_id=0004879813&office_id=009&mode=search&query=변기&page=6,"깨끗한나라, 어린이용 화장실 물티슈 '닥터비데 키즈' 출시"
106,https://finance.naver.com//news/news_read.naver?article_id=0010834578&office_id=003&mode=search&query=변기&page=6,어린이 전용 화장실 물티슈…깨끗한나라 '닥터비데 키즈'
107,https://finance.naver.com//news/news_read.naver?article_id=0005726249&office_id=421&mode=search&query=변기&page=6,"깨끗한나라, 어린이 전용 화장실 물티슈 '닥터비데 키즈' 출시"
108,https://finance.naver.com//news/news_read.naver?article_id=0005087048&office_id=018&mode=search&query=변기&page=6,"깨끗한나라, '닥터비데 키즈' 출시"
109,https://finance.naver.com//news/news_read.naver?article_id=0005087030&office_id=018&mode=search&query=변기&page=6,"더블유드레스룸, 변기에 뿌리는 토일렛 퍼퓸 '푸레시' 출시"
110,https://finance.naver.com//news/news_read.naver?article_id=0012792793&office_id=001&mode=search&query=변기&page=6,'K-TOILET! 세계를 디자인하다'…수원국제화장실&물순환 박람회
111,https://finance.naver.com//news/news_read.naver?article_id=0004877402&office_id=009&mode=search&query=변기&page=6,"배관 청소 전문 서비스 ‘뚜러yo(뚜러요)’, 배관 관리 솔루션 제공"
112,https://finance.naver.com//news/news_read.naver?article_id=0012780769&office_id=001&mode=search&query=변기&page=6,"""돌아와 기쁩니다"" 스페이스X 임무 마치고 200일만에 무사 귀환(종합)"
113,https://finance.naver.com//news/news_read.naver?article_id=0012780686&office_id=001&mode=search&query=변기&page=6,"[영상] 지구까지 8시간인데 화장실 고장…""기저귀 있어 다행이야"""
114,https://finance.naver.com//news/news_read.naver?article_id=0012779061&office_id=001&mode=search&query=변기&page=6,"우주비행사들, 스페이스X 화장실 고장에 기저귀 차고 귀환길"
115,https://finance.naver.com//news/news_read.naver?article_id=0004666355&office_id=008&mode=search&query=변기&page=6,"뚜러Yo(뚜러요), 셀트리온 화장실 배관 관리 솔루션 제공"
116,https://finance.naver.com//news/news_read.naver?article_id=0001125928&office_id=082&mode=search&query=변기&page=6,"국민 유아 용품 브랜드 두리, '유아 겸용 살균 방수 비데' 출시"
117,https://finance.naver.com//news/news_read.naver?article_id=0005077061&office_id=018&mode=search&query=변기&page=6,"현대리바트, 인테리어 대리점 이름 '집테리어' 바꾸는 사연"
118,https://finance.naver.com//news/news_read.naver?article_id=0004732445&office_id=014&mode=search&query=변기&page=6,최고급 자재로 호텔처럼… 프리미엄 욕실 경쟁 뜨거워진다
119,https://finance.naver.com//news/news_read.naver?article_id=0005073934&office_id=018&mode=search&query=변기&page=6,"쿠쿠홈시스, '인스퓨어 도기&노즐 자동 살균 비데' 출시"
120,https://finance.naver.com//news/news_read.naver?article_id=0004620941&office_id=015&mode=search&query=변기&page=7,고객만족도 100% 향해 달린다…24개 브랜드 수상 영예
121,https://finance.naver.com//news/news_read.naver?article_id=0000992779&office_id=215&mode=search&query=변기&page=7,"""절수 변기로 수조원 번다""…와토스코리아 ESG 박차"
122,https://finance.naver.com//news/news_read.naver?article_id=0004991099&office_id=277&mode=search&query=변기&page=7,닦기 힘든 곳도 자동세척…쿠쿠 ‘도기&노즐 자동살균 비데’ 출시
123,https://finance.naver.com//news/news_read.naver?article_id=0010799684&office_id=003&mode=search&query=변기&page=7,닦기 힘든 곳까지 관리…쿠쿠 '도기&노즐 자동살균 비데'
124,https://finance.naver.com//news/news_read.naver?article_id=0005071792&office_id=018&mode=search&query=변기&page=7,"블루밍비데, 신규 리모컨 비데 'JG2000R' 론칭"
125,https://finance.naver.com//news/news_read.naver?article_id=0012749943&office_id=001&mode=search&query=변기&page=7,첨단 유인캡슐 우주 발사 앞두고 오물 새는 '변기' 서둘러 수리
126,https://finance.naver.com//news/news_read.naver?article_id=0003977190&office_id=011&mode=search&query=변기&page=7,[2021 한국건축문화대상-일반주거부문 대상] 맹그로브 숭인
127,https://finance.naver.com//news/news_read.naver?article_id=0005675338&office_id=421&mode=search&query=변기&page=7,"""변기에 고양이 모래 버리지 마세요, 제발"" 아파트에 무슨 일이?"
128,https://finance.naver.com//news/news_read.naver?article_id=0002976688&office_id=030&mode=search&query=변기&page=7,"[유교전 유아교육전&베이비페어] 아이디어스랩, 코엑스 유아교육전 참가"
129,https://finance.naver.com//news/news_read.naver?article_id=0003975380&office_id=011&mode=search&query=변기&page=7,"이노브, 적외선 치료기 내장된 양변기 선보여"
130,https://finance.naver.com//news/news_read.naver?article_id=0002976232&office_id=030&mode=search&query=변기&page=7,"[유교전 유아교육전&베이비페어] 3D피아, 원터치 포터블 바이오 위생 변기 커버 ..."
131,https://finance.naver.com//news/news_read.naver?article_id=0001123311&office_id=082&mode=search&query=변기&page=7,"프리젠트 두리, '아시아 브랜드 프라이즈 2021' 위너 선정"
132,https://finance.naver.com//news/news_read.naver?article_id=0000058723&office_id=050&mode=search&query=변기&page=7,2021 한국품질만족도 1위 (2)
133,https://finance.naver.com//news/news_read.naver?article_id=0004721053&office_id=014&mode=search&query=변기&page=7,화두는 '친환경 혁신'… 중소기업 약진 돋보여[현장르포]
134,https://finance.naver.com//news/news_read.naver?article_id=0002974194&office_id=030&mode=search&query=변기&page=7,"[유교전 유아교육전&베이비페어] 3D피아, 원터치 포터블 바이오 위생 변기 커버 ..."
135,https://finance.naver.com//news/news_read.naver?article_id=0003100483&office_id=032&mode=search&query=변기&page=7,"어라운드바디 김지연 대표 “노 비닐 생리대, 못 만들 이유 없었네요” [스타트업 ..."
